Jessica	xnr
嗰啲	r
呢	y1
，	w
噉	c
好	d
難	a
搞	v
𡃉	y
喎	y
。	w
好	d
難	a
搞	v
啊	y
真係	d
。	w

我哋	r
公司	n
啊	y
嗰啲	r
啊	y1
三十九	m
歲	q
𠻺	y1
着	u
露臍裝	n
啊	y
。	w

係	v
咩	y
？	w
噉	c
會	vu
唔	d
會	vu
好	d
難頂	a
啊	y
？	w

即係	c
嗰啲	r
透明	a
嗰啲	r
。	w
嘩	e
戴	v
頂	q
嗰啲	r
去	v
馬場	n
嗰啲	r
…	w

你	r
有冇	v1
攞	v
粒	q
碼子	n
彈	v
佢	r
肚臍	n
啊	y
？	w

攞	v
碼子	n
彈	v
佢	r
肚臍	n
？	w
我	r
幾乎	d
想	vu
揾	v
個	q
波	n
射	v
佢	r
𡃉	y
嚹	y
。	w
踢	v
足球	n
呢	y1
，	w
攞	v
佢	r
擺	v
人場	n
呢	y1
，	w
彎	v
唔	d
過	u
人牆	n
，	w
射中	v
佢	r
個	q
頭	n
。	w
嘩	e
好	d
鬼	d1
核突	a
啊	y
。	w

咁	d
鬼	d1
難頂	a
𠸏	y
。	w

又	d
着	v
嗰啲	r
呢	y1
，	w
兩	m
個	q
袖	n
呢	y1
，	w
嗰啲	r
類似	a
背心	n
嗰啲	r
呢	y1
，	w
又	d
唔	d
剃	v
嗰啲	r
毛	n
嗰啲	r
。	w
噉	c
嘩	e
噉樣	r
樣	n
成日	d
，	w
唉	e
好	d
驚	v
。	w

好	d
難頂	a
，	w
係	v
嗎	y
？	w

好	d
得人驚	a
。	w

好	d
得人驚	a
。	w

但係	c
你哋	r
個	q
要求	v
唔	d
可以	vu
咁	d
高	a
	y
嗎	y
。	w
噉	c
你哋	r
…	w

哦	e
你	r
即係	c
話	v
雪碧	nr
唔	d
靚女	n
嘅	y
。	w

即係	c
我	r
但求	v
係	v
女仔	n
已經	d
差不多	l
𡃉	y
嚹	y
其實	d
。	w
即係	c
爭在	v
呢	y1
係	v
-	w
即係	c
不過	c
有	v1
一	m
樣	q
，	w
要	v
合眼緣	l
囖	y
有陣時	d
哩啲	r
嘢	n
。	w
有時	d
靚	a
未必	d
合眼緣	l
𡃉	y
。	w
有	v1
啲	u
呢	y1
，	w
靚	a
嗰啲	r
呢	y1
，	w
你	r
見	v
到	u
佢	r
呢	y1
，	w
覺得	v
佢	r
硬係	d
好	d
乞人憎	n
啊	y
，	w
唔	d
知	v
點解	r
。	w
梗係	d
噉樣	c
。	w

譬如	v
呢	y
？	w

識	v
落	v
又	d
唔	d
多	a
覺	v
，	w
呵	e
？	w
望	v
落去	v
呢	y1
，	w
唔	d
識	v
呢	y1
，	w
就	d
好似	v
好	d
串	a
噉樣	c
。	w
就	d
大家	r
都	d
唔係	v
幾	d
-	w
唔	d
合眼緣	l
。	w
跟住	c
呢	y1
，	w
ei1	e
，	w
你	r
識	v
邊個	r
邊個	r
。	w
哎吔	e
原來	d
識	v
咗	u
之後	f
呢	y1
發覺	v
幾	d
正	a
喎	y
。	w

係	v
嗎	y
？	w
係	v
咩	y
？	w
噉	c
我	r
又	d
唔係	v
好	d
覺	v
喎	y
話時話	l
。	w

唔係	v
呢	y
。	w

即係	c
我	r
冇	v1
乜	r
機會	n
識	v
啲	q
靚女	n
事關	v
。	w

冇	v1
理由	n
嘅	y
。	w

冇	v1
乜	r
機會	n
識	v
靚女	n
呢	y
。	w

點	r
會	vu
冇	v1
機會	n
識	v
靚女	n
啊	y
？	w

你	r
又	d
想	vu
講	v
自己	r
嚹	y
。	w
你	r
唔	d
好	a
理	v
佢	r
。	w

又	d
想	vu
講	v
自己	r
。	w
我	r
返	v
公司	n
，	w
我	r
公司	n
呢	y1
，	w
睇	v
吓	u
先	d
，	w
即係	c
我	r
department	xn
喇	y
講	v
𡁵	u
，	w
講	v
𡁵	u
哩個	r
engineering	xn
department	xn
喇	y
。	w
噉	c
我哋	r
個	q
大	a
老細	n
個	q
秘書	n
喇	y
。	w
噉	c
秘書	n
已經	d
有	v1
男朋友	n
𡃉	y
嚹	y
。	w

嘩	e
haai2	e
，	w
識	v
大	a
老細	n
個	q
秘書	n
咁	d
衰	a
𠸏	y
你	r
。	w

大	a
老細	n
個	q
秘書	n
？	w
唔係	v
，	w
即係	c
其實	d
大	a
老細	n
即係	c
我哋	r
engin	xjn
department	xn
個	q
最	d
大	a
嗰個	r
阿head	n
。	w
喀	e
。	w
噉	c
佢	r
係	v
哩個	r
AGM	xjn
Engineering	xn
嘅	y
。	w
噉	c
佢	r
個	q
秘書	n
呢	y1
，	w
噉	c
都	d
係	v
坐	v
喺	p
我	r
隔離	v
嘅	y
啫	y
。	w

哦	e
。	w

不過	c
好	d
鬼	d1
邪	a
𡃉	y
真係	d
。	w
搞	v
塊	q
partition	xn
呢	y1
，	w
隔	v
咗	u
𡃉	y
。	w

哎吔	e
。	w
靚	a
唔	d
靚	a
？	w
靚	a
唔	d
靚	a
？	w

靚	a
𠻺	y1
幾	d
靚	a
𠸏	y
。	w
不過	c
肥	a
啲	u
囖	y
。	w

repeat	xv
one	xm
more	xd
time	xn
。	w
有得	vu
減	v
有得	vu
減	v
。	w

肥	a
少少	m
。	w
但係	c
最	d
緊要	a
佢	r
其實	d
佢	r
main	xa
point	xn
係	v
佢	r
有	v1
男朋友	n
吖	y
嗎	y
。	w

男朋友	n
未必	d
好	a
。	w

噉樣	c
另外	c
呢	y1
，	w
有	v1
一	m
個	q
新	a
來	v
嘅	u
係	v
我哋	r
全部	d
嘅	u
engin	xjn
department	xn
呢	y1
我哋	r
公認	v
係	v
最	d
細	a
嘅	u
，	w
年紀	n
。	w
因為	c
暫時	d
都	d
未	d
有	v1
一	m
個	q
細	a
過	u
佢	r
。	w

十九	m
？	w

十九	m
。	w
廿	m
歲	q
未	d
夠	v
。	w
今年	t
年	q
尾	f
廿	m
歲	q
。	w

噉	c
咪	d
大	a
過	u
我	r
？	w

大	a
過	u
你	r
？	w

大	a
過	u
你	r
？	w
唔係	v
係唔係	v
啊	y
？	w
你	r
，	w
唔係	v
噉	c
講嘢	v
啞	y
？	w

冇嘢	v
啞	y
？	w
廿五	m
來𡁵頭	l
喇	y
你	r
。	w

噉	c
嗰度	r
呢	y1
，	w
嗰個	r
重	d
慘	a
。	w
嗰個	r
直頭	d
係	v
即係	c
點	r
啊	y
？	w
佢	r
成日	d
話	v
自己	r
哩個	r
肥屍大隻	l
嘅	y
。	w
啊	e
的確	d
佢	r
肥	a
又	d
係	v
幾	d
肥屍大隻	l
嘅	y
。	w
雖然	c
唔係	v
好	d
肥	a
，	w
即係	c
唔係	v
好	d
fat	xa
嗰	r
隻	q
囖	y
。	w

唔	e
。	w

但係	c
就	d
橫	a
囖	y
。	w
啲	q
手	n
啲	q
肉	n
多	a
囖	y
。	w

咦	e
。	w

即係	c
身	n
又	d
肉	n
多	a
噉	c
囖	y
，	w
腳	n
又	d
肉	n
多	a
噉	c
。	w
總之	d
就	d
肉	n
多	a
喇	y
。	w
但係	c
就	d
唔係	v
肥	a
嗰	r
隻	q
囖	y
。	w
但係	c
始終	d
都	d
係	v
望	v
落去	v
就	d
大大隻隻	z
噉	c
喇	y
就	d
覺得	v
佢	r
。	w

好	d
核突	a
。	w

噉	c
另外	c
一	m
個	q
就	d
，	w
另外	c
嗰個	r
個	q
女	b
都	d
有	v1
幾	m
歲	q
𡃉	y
嗰個	r
。	w
即係	c
都	d
身為人母	l
𡃉	y
嚹	y
。	w
噉	c
嗰個	r
更加	d
唔使	vu
諗	v
喇	y
。	w
噉	c
另外	c
一	m
個	q
呢	y1
，	w
幾廿	m
個	q
男朋友	n
嘅	y
聽講	v
。	w
嘩	e
佢	r
呢	y1
，	w
來	v
咗	u
個	q
零	m
月	n
咋	y
喎	y
個	q
女仔	n
。	w
你	r
知	v
我	r
對	p
哩啲	r
公司	n
女	b
同事	n
好	d
鬼	d1
留意	v
	y
嗎	y
。	w
噉	c
呢	y1
，	w
嗰個	r
女	b
同事	n
呢	y1
，	w
就	d
來	v
咗	u
個	q
零	m
月	n
唧	y
。	w
噉	c
係	v
另外	c
一	m
個	q
AGM	xjn
Operation	xn
嗰個	r
AGM	xjn
嗰個	r
秘書	n
來	v
嘅	y
。	w
噉	c
又	d
係	v
坐	v
喺	p
我哋	r
附近	n
嘅	y
係	v
。	w
噉	c
嗰個	r
呢	y1
，	w
聽講	v
咋	y
，	w
我	r
唔	d
知	v
啊	y
。	w
即係	c
固定	a
男朋友	n
都	d
有	v1
兩	m
個	q
。	w
噉	c
另外	c
重	d
有	v1
一	m
拃	q
散拖	n
嗰啲	r
呢	y1
，	w
唔	d
知	v
幾多	r
嚹	y
。	w
N	xm
個	q
啊	y
，	w
唔	d
知	v
啊	y
真係	d
。	w

佢	r
有冇	v1
愛滋病	n
啊	y
噉樣	c
？	w

噉	c
我	r
唔	d
知	v
喎	y
。	w
唔通	d
你	r
特登	d
去	p
問	v
佢	r
咩	y
？	w
係咪	v
先	d
？	w

佢	r
有冇	v1
𠝹手	v
啊	y
？	w

吓	e
？	w

有冇	v1
玩	v
𠝹手	v
啊	y
？	w

玩	v
𠝹手	v
？	w
唔	d
覺	v
喎	y
。	w

你	r
講起	v
女仔	n
。	w
嗰	r
日	q
我	r
喺	p
尖沙嘴	ns
呢	y1
，	w
行	v
天星	ns
碼頭	n
…	w

你	r
唔係	v
見	v
到	u
有	v1
人	n
喺	p
街	n
𠝹手	v
咁	d
邪	a
啞	y
？	w

肚餓	v
。	w
走去	v
麥當勞	nt
食嘢	n
喇	y
。	w

邊	r
間	q
啊	y
？	w

尖沙嘴	ns
碼頭	n
。	w

尖沙嘴	ns
。	w
天星	ns
碼頭	n
嗰	r
間	q
囖	y
。	w

哦	e
。	w

噉	c
入去	v
買嘢	v
，	w
個	q
姐姐	n
，	w
吖	y
，	w
好	a
睇	v
唔	d
睇	v
佢	r
隻	q
手	n
找錢	v
嘅	u
時候	n
呢	y1
…	w

好眉好貌	i
喇	y
佢	r
。	w

我	r
見到	v
佢	r
隻	q
手	n
黏	v
咗	u
塊	q
膠布	n
喎	y
。	w

喀	e
。	w

噉	c
佢	r
塊	q
膠布	n
後面	f
呢	y1
，	w
有	v1
幾	m
笪	q
嗰啲	r
疤痕	n
啊	y
。	w

疤痕	n
一條條	q
𡃉	y
。	w

一條條	q
嘅	u
疤痕	n
。	w
跟住	c
我	r
見	v
到	u
有	v1
類似	a
心臟	n
嘅	u
物體	n
啊	y
。	w

係	v
咩	y
？	w
咁	d
恐怖	a
𠸏	y
？	w

𠝹手	v
啊	y
。	w

你	r
噉	c
講	v
就	d
我	r
就	d
唔係	v
好	d
留意	v
佢	r
隻	q
手	n
喇	y
。	w
但係	c
都	d
冇	v1
乜	r
幾可	r
走	v
埋去	v
睇	v
佢	r
隻	q
手	n
𠸏	y
。	w

唔	d
好	a
嚹	y
。	w
你	r
都	d
係	v
叫	v
黃	nr
少嫺	nr
介紹	v
吓	u
阿雪碧	nr
俾	p
你	r
識	v
吖	y
。	w

都	d
幾	d
犀利	a
啊	y
真係	d
。	w
噉	c
變	v
咗	u
，	w
嗱	y
，	w
數	v
埋	u
數	v
埋	u
另外	c
廠	n
嗰啲	r
就	d
更加	d
唔	d
掂	a
。	w
廠	n
嗰啲	r
真係	d
乜嘢	r
都	d
有	v1
，	w
千奇百怪	i
。	w
因為	c
呢	y1
，	w
廠	n
嗰啲	r
男人	n
多	a
啊	y
。	w
即係	c
好似	v
阿香蕉	nr
嗰個	r
情形	n
一樣	a
。	w
廠	n
嗰啲	r
一定	d
唔	d
會	vu
請	v
靚女	n
𡃉	y
事關	v
。	w
因為	c
男人	n
太	d
多	a
嚹	y
。	w

啱	a
。	w

你	r
影響	v
到	u
啲	q
人	n
啲	q
工作	n
嘅	u
注意力	n
啊	y
。	w

啱	a
。	w

偏	v
咗	u
去	v
嗰邊	r
噉	c
𠻺	y1
唔	d
掂	a
喇	y
，	w
係咪	v
？	w

噉	c
你	r
間	q
廠	n
咪	d
唔	d
可以	vu
請	v
我	r
？	w
噉樣	c
搞法	n
。	w

e6	e
…	w

請	v
佢	r
都	d
得	v
𠸏	y
。	w

廠	n
就	d
應該	vu
唔	d
得	v
，	w
office	xn
就	d
冇	v1
問題	n
，	w
office	xn
都	d
間唔中	d
有	v1
靚女	n
𠸏	y
都	d
，	w
間唔中	d
有	v1
靚女	n
出現	v
吓	u
𠸏	y
。	w

你	r
即係	c
話	v
佢	r
靚女	n
啫	y
噉樣	c
？	w

間唔中	d
有	v1
靚女	n
出現	v
吓	u
啫	y
，	w
唔	d
代表	v
一定	d
係	v
你	r
𡃉	y
。	w

講	v
乜嘢	r
啊	y
你	r
？	w
小心	a
啲	u
講嘢	v
。	w
喂	e
下	f
個	q
月	n
底	f
你哋	r
喺	v
唔	d
喺	v
香港	ns
啊	y
？	w

下	f
個	q
月	n
底	f
？	w
我	r
基本上	d
哩	r
一	m
年	q
都	d
會	vu
喺	p
香港	ns
𡃉	y
差唔多	d
。	w

哦	e
。	w
你	r
下	f
個	q
月	n
底	f
會	vu
喺	p
香港	ns
喇	y
。	w
你	r
呢	y
？	w

未必	d
。	w

你	r
八月	t
底	f
定	v
九月	t
底	f
？	w
八月	t
底	f
？	w

八月	t
底	f
啊	y
。	w

未必	d
未必	d
。	w

應該	vu
都	d
喺	v
香港	ns
。	w

未必	d
。	w

你	r
八月	t
底	f
唔	d
喺	v
香港	ns
？	w

未必	d
喺	v
香港	ns
。	w

搞	v
乜嘢	r
先	d
？	w
你	r
想	vu
搞	v
啲	q
乜嘢	r
啊	y
？	w
又	d
係	v
錄音	v
嗰啲	r
呀	y
？	w

八月	t
底	f
喎	y
。	w

搞	v
trip	xn
呀	y
？	w

八月	t
底	f
喎	y
。	w

去	v
camp	xn
。	w

去	v
camp	xn
呀	y
？	w

八月	t
底	f
喎	y
？	w

去	v
camp	xn
。	w

去	v
旅行	v
。	w

我	r
諗	v
都	d
係	v
去	v
camp	xn
多	a
。	w

係	v
咩	y
？	w
嘩	e
噉	c
我	r
要	v
即刻	d
乜嘢	r
，	w
準備	v
吓	u
去	v
旅行	v
嘅	u
事宜	n
先	d
得	v
嚹	y
要	v
，	w
既然	c
係	v
噉	c
。	w

你	r
隨時	d
去	v
北京	ns
囖	y
。	w

北京	ns
啱	a
喎	y
，	w
真係	d
話時話	l
幾	d
好	a
。	w

你哋	r
夠膽	v
？	w

最	d
多	a
你	r
俾	v
機票	n
𡃉	y
啫	y
嗎	y
。	w
最	d
多	a
我	r
請	v
你	r
食	v
住	v
嘞	y
。	w

係唔係	v
啊	y
？	w
𠻺	e
噉	c
又	d
唔同	d
。	w

住	v
又	d
唔使	vu
地方	n
。	w
我哋	r
啲	q
車	n
又	d
有	v1
架	q
車	n
載	v
埋	u
你	r
周圍	f
去	v
玩	v
嘞	y
。	w

係	v
喇	y
。	w

使	v
乜	r
俾錢	v
𡃉	y
唧	y
？	w

因為	c
呢	y1
…	w

過	v
咗	u
廿八號	t
去	v
囖	y
。	w
有	v1
乜	r
所謂	d
唧	y
？	w
我	r
冇	v1
所謂	d
𡃉	y
。	w

過	v
咗	u
廿八號	t
都	d
差唔多	d
到	p
九月	t
頭	f
嚹	y
喎	y
已經	d
。	w
廿八號	t
就	d
喺	p
嗰	r
段	q
時間	n
𡃉	y
咋	v
喎	y
，	w
你	r
明	v
唔	d
明	v
啊	y
？	w
就	d
係	v
嗰	r
段	q
時間	n
咋	y
。	w
啱啱	d
就	d
係	v
食	v
正	d
嗰	r
條	q
線	n
。	w
八月	t
底	f
就	d
係	v
，	w
應該	vu
八月	t
二十	m
，	w
二十	m
幾	m
至到	p
三十	m
嗰	r
段	q
時間	n
𡃉	y
咋	v
喎	y
，	w
應該	vu
係	v
。	w
唔係	v
點	r
叫	v
八月	t
底	f
啊	y
？	w
係咪	v
先	d
？	w
噉	c
應該	vu
就	d
係	v
嗰	r
段	q
時間	n
嚹	y
如果	c
去	v
旅行	v
嘅話	u
。	w

算	v
喇	y
。	w
我	r
知	v
你哋	r
唔	d
會	vu
嘅	y
。	w

唔係	v
。	w
我	r
師兄	n
問	v
我	r
，	w
佢	r
今年	t
又	d
係	v
攞	v
假	n
去	v
旅行	v
吖	y
嗎	y
。	w
佢	r
九月	t
頭	f
去	v
攞	v
假	n
去	v
旅行	v
，	w
去	v
泰國	ns
，	w
問	v
我	r
去	v
唔	d
去	v
。	w
我	r
話	v
舊年	t
去	v
完	u
嚹	y
啱啱	d
。	w
噉	c
但係	c
我	r
發覺	v
舊年	t
去	v
好	d
貴	a
啊	y
。	w
舊年	t
四千	m
幾	m
蚊	q
團費	n
。	w

去	v
邊度	r
啊	y
？	w

去	v
泰國	ns
囖	y
。	w

哦	e
。	w

但係	c
今年	t
佢	r
話	v
佢	r
去	v
都	d
係	v
三千	m
幾	m
啫	y
嗎	y
。	w
嘩	e
貴	a
咗	u
成	m
千	m
銀	q
啊	y
。	w
幾	d
唔	d
抵	a
啊	y
。	w
但係	c
今年	t
佢	r
個	q
價	n
低	a
咗	u
吖	y
嗎	y
，	w
唔係	v
價	n
高	a
咗	u
吖	y
嗎	y
。	w
點	r
可能	vu
低	a
咗	u
個	q
價	n
唧	y
？	w
噉	c
唔	d
掂	a
喇	y
。	w
咦	e
你	r
揾	v
邊	r
位	q
啊	y
？	w

阿K仔	nr
啊	y
。	w

阿K仔	nr
阿K仔	nr
過來	v
請	v
飲茶	v
，	w
唔係	v
係唔係	v
啊	y

唔係	v
。	w
佢	r
霸位	v
，	w
你	r
請	v
飲茶	v
。	w

佢	r
霸位	v
，	w
我	r
請	v
飲茶	v
？	w
唔係	v
係唔係	v
啊	y
？	w

冇	v1
理由	n
唔係	v
你	r
喇	y
今日	t
。	w

又	d
係	v
我	r
？	w
唔	d
好	a
嚹	y
啩	y
。	w
我	r
次次	q
都	d
請	v
飲茶	v
。	w

今日	t
唔係	v
你	r
請	v
飲茶	v
？	w
唔通	d
我	r
呀	y
？	w
你	r
真係	d
。	w
我	r
十點	t
幾	m
啊	y
今朝	t
。	w
十點	t
幾	m
就	d
跑	v
完	u
步	Ng
返來	v
等	v
你	r
。	w
真係	d
幾	d
鬼	d1
辛苦	a
。	w
而家	t
廿九	m
寸	q
腰	n
都	d
唔	d
夠	v
啊	y
。	w

係	v
咩	y
？	w
我	r
今朝	t
唔	d
知	v
點解	r
會	vu
成日	d
扎醒	v
啊	y
。	w
我	r
七點	t
幾	m
又	d
醒	v
一	m
次	q
，	w
八點	t
幾	m
又	d
醒	v
一	m
次	q
。	w

又	d
係	v
Columbia	xnz
𠸏	y
？	w
你	r
個	q
妹	n
攞	v
𡃉	y
？	w

我	r
個	q
妹	n
攞	v
𡃉	y
。	w
唔使	vu
錢	n
𡃉	y
。	w

啊	y
你	r
成日	d
啲	q
衫	n
都	d
唔使	vu
錢	n
。	w
幾時	r
幫	v
我	r
攞	v
幾	m
件	q
啊	y
？	w

吓	e
？	w
反而	d
係	v
？	w
我	r
好	d
耐	a
未	d
着	v
過	u
有領	n
嘅	u
T恤	n
嚹	y
今年	t
。	w
唔係	v
今年	t
，	w
係	v
近	a
哩	r
幾	m
年	q
。	w
近	a
哩	r
幾	m
年	q
來	v
第一	m
次	q
啊	y
真係	d
。	w
我	r
入	v
U	xjn
第一	m
次	q
着	u
啫	y
嗎	y
。	w

唔係	v
。	w
我	r
成日	d
想	vu
去	v
Polo	xnz
買	v
衫	n
，	w
但係	c
又	d
驚	v
死	v
佢	r
貴	a
呢	y
。	w
我	r
都	d
唔	d
敢	a
行	v
入去	v
買	v
。	w

Polo	xnz
？	w

係	v
啊	y
。	w
幾百	m
蚊	q
件	q
	y
嗎	y
。	w
買	v
親	u
都	d
三十	m
蚊	q
件	q
。	w

最	d
憎	v
Polo	xnz
𡃉	y
嚹	y
。	w
啲	q
衫	n
咁	d
貴	a
。	w

最	d
憎	v
Polo	xnz
。	w

Esprit	xnz
㗎	y
？	w

係	v
囖	y
。	w
真係	d
唔係	v
好	d
掂	a
。	w

你哋	r
八月	t
底	f
唔好	vu
走	v
啊	y
。	w

我	r
事緣	d
呢	y1
我	r
頭先	t
𠻺	y1
同	p
佢	r
講	v
𡁵	u
哩個	r
艾爾頓	nr
同	p
佢	r
哩個	r
交惡	v
。	w

又	d
係	v
講	v
艾爾頓	nr
交惡	v
嗰啲	r
呀	y
？	w

艾爾頓	nr
同	p
佢	r
交惡	v
。	w

係	v
咩	y
？	w
都	d
係	v
交惡	v
啫	y
。	w
噉	c
應該	vu
都	d
有得	vu
掹	v
𠸏	y
，	w
呵	e
？	w

掹	v
嘅	u
意思	n
係	v
乜嘢	r
呢	y
？	w

即係	c
會	vu
和好如初	i
囖	y
。	w

初	t
係	v
點樣	r
嘅	y
？	w

你	r
自己	r
清楚	a
過	u
我	r
喇	y
應該	vu
，	w
會	vu
唔	d
會	vu
啊	y
？	w
你哋	r
兩	m
個	q
啲	q
嘢	n
應該	vu
你哋	r
清楚	a
啲	u
吖	y
。	w

我	r
成日	d
都	d
見	v
話	v
你	r
兩	m
個	q
…	w

我	r
冇	v1
理由	n
知道	v
你哋	r
初	t
嘅	u
時候	n
係	v
點樣	r
𠿪	y
。	w

算	v
嚹	y
算	v
嚹	y
。	w
唔好	vu
講	v
嚹	y
。	w

（	w
乜嘢	r
冇	v1
乜	r
靈感	n
）	w
講	v
嘢	n
，	w
講	v
乜嘢	r
都	d
得	v
𡃉	y
喎	y
。	w

點解	r
要	v
靈感	n
𡃉	y
？	w

講	v
嘢	n
係	v
要	v
（	w
）	w
。	w

你	r
想	v
講	v
乜嘢	r
要	v
靈感	n
啊	y
？	w
咦	e
！	w
哩個	r
有	v1
說明書	n
啊	y
。	w
說明書	n
喺	p
哩度	r
啊	y
。	w

嘩	e
！	w

哩啲	r
要	v
用	v
嗰	r
…	w

日文	nz
來	y
𡃉	y
，	w
但係	c
呢	y1
我哋	r
唔係	v
好	d
識	v
睇	v
啊	y
，	w
所以	c
呢	y1
，	w
佢	r
呢	y1
係	v
附帶	v
咗	u
一	m
張	q
-	w
附帶	v
咗	u
一	m
張	q
誒	e
中文	nz
嘅	u
操作	v
程序	n
。	w

死	v
唔	d
死	v
啊	y
？	w

哩個	r
，	w
錄	v
𡁵	u
𡃉	y
嚹	y
嗎	y
？	w

但係	c
唔	d
…	w

佢	r
噉	c
佢	r
係	v
個	q
電話	n
嗰個	r
說明書	n
？	w

哦	e
。	w

係	v
啊	y
，	w
而家	t
係	v
錄	v
𡁵	u
𡃉	y
嚹	y
但係	c
。	w
所以	c
you	xp
can	xv
say	xv
anything	xp
you	xp
like	xv
啊	y
。	w

買	v
個	q
噉	r
嘅	u
電話	n
，	w
跟住	c
返來	v
要	vu
刨	v
咁	d
多	a
說明書	n
，	w
你	r
制	v
唔	d
制	v
？	w

唔係	v
啊	y
，	w
其實	d
唔係	v
好	d
難	a
𡃉	y
咋	y
，	w
不過	c
係	v
唔	d
識	v
睇	v
啊	y
啲	q
人	n
。	w

唔係	v
，	w
應該	vu
唔	d
會	vu
好	d
難	a
，	w
係	v
嘞	y
。	w

嗱	e
！	w
佢	r
呢	y1
每	d
一	m
個	q
呢	y1
，	w
佢	r
哩度	r
會	vu
彈	v
啲	m
日文	nz
出來	v
	y
嗎	y
。	w
噉	c
但係	c
呢	y1
，	w
每	r
一	m
個	q
呢	y1
佢	r
會	vu
有	v1
埋	u
個	q
解法	n
俾	v
你	r
聽	v
𡃉	y
。	w

哦	e
。	w

所以	c
係	v
唔係	v
好	d
難	a
𡃉	y
咋	y
。	w

對	v
我	r
來	vk
講	v
，	w
都	d
係	v
複雜	a
咗	u
少少	m
。	w

有	v1
一	m
張	q
-	w
有	v1
一	m
張	q
紙	n
可以	vu
講	v
晒	u
啲	q
指令	n
都	d
夠	v
𡃉	y
。	w

係	v
啊	y
。	w
同埋	c
呢	y1
…	w

pamphlet	xn
成	b
本	q
係	v
日文	nz
。	w

同埋	c
佢	r
呢	y1
叫	v
你	r
refer	xv
to	xp
邊	r
頁	q
𡃉	y
。	w

你	r
會	vu
唔	d
會	vu
咁	r
攞苦來辛	l
啊	y
？	w

自己	r
寫	v
呀	y
？	w

唔係	v
啊	y
，	w
買	v
個	q
要	vu
返來	v
咪書	v
嘅	u
電話	n
啊	y
？	w

誒	e
，	w
我	r
通常	d
都	d
唔	d
會	vu
𠸏	y
。	w

點	r
通常	d
都	d
唔	d
會	vu
啊	y
？	w

喀	e
，	w
我	r
會	vu
-	w
即係	c
…	w

（	w
）	w
咁	d
複雜	a
嘅	u
嘢	n
…	w

我	r
用	v
電話	n
冇	v1
乜嘢	r
誒	e
，	w
冇	v1
乜嘢	r
要求	vn
𡃉	y
。	w

幾	d
好	a
-	w
，	w
哩個	r
幾	d
得意	a
吖	y
。	w
我	r
覺得	v
哩個	r
幾	d
得意	a
啊	y
，	w
得	g2
唔	d
得意	a
啊	y
？	w

得意	a
。	w

一五五零	m
啊	y
。	w

哦	e
。	w

一五五零	m
。	w

兩	m
個	q
夾埋	v
。	w

噉	c
呀	y
？	w
我哋	r
-	w
我哋	r
出	v
兩	m
份	n
𡃉	y
，	w
係唔係	v
啊	y
？	w

我	r
好似	v
唔	d
關	v
你	r
事	n
。	w

唔使	vu
𡃉	y
咩	y
？	w

係	v
囖	y
，	w
唔使	vu
關	v
你	r
事	n
𡃉	y
喎	y
。	w

唔	d
關	v
你	r
事	n
來	y
𡃉	y
。	w

真係	d
唔	d
關	v
你	r
事	n
。	w

唔係	v
喎	y
，	w
但係	c
一五五零	m
呢	y1
我	r
最初	t
諗	v
呢	y1
係	v
唔係	v
貴	a
，	w
但係	c
諗	v
下	u
呢	y1
如果	c
有	v1
兩	m
個	q
呢	y1
，	w
又	d
真係	d
唔係	v
貴	a
喎	y
。	w

係唔係	v
啊	y
？	w

有	v1
兩	m
個	q
…	w

唔	d
知	v
呢	y1
，	w
但係	c
呢	y1
有	v1
啲	q
子母機	n
呢	y1
，	w
係	v
，	w
誒	e
，	w
韓國	ns
hand	xn
piece	xn
嗰度	r
呢	y1
係	v
可以	vu
拎走	v
𡃉	y
喎	y
。	w

哦	e
！	w
即係	c
直程	d
可以	vu
，	w
哦	e
！	w
噉樣	c
哩個	r
都	d
可以	vu
搦起	v
埋	u
。	w

係	v
嘞	y
，	w
噉	c
，	w
係	v
嘞	y
，	w
嗰個	r
母機	n
又	d
可以	vu
另外	c
做	v
speaker	xn
	y
嗎	y
其實	d
可以	vu
，	w
即係	c
兩	m
架	q
機	n
都	d
打	v
得	u
電話	n
囖	y
。	w

嗯	e
嗯	e
。	w

嗰個	r
阿姐	n
呢	y1
講	v
俾	v
我	r
聽	v
呢	y1
，	w
話	v
哩個	r
嘢	n
，	w
哩	r
張	q
嘢	n
呢	y1
，	w
佢	r
話	v
：	w
「	w
我哋	w
呢	y1
俾	p
咗	u
五十	m
蚊	q
人哋	r
錄	v
，	w
唔係	v
，	w
五十	m
蚊	q
人哋	r
譯	v
𡃉	y
。	w
」	w

噉	r
咪	d
算	v
平	a
囖	y
。	w

唔	d
知	v
啊	y
。	w
我	r
唔	d
知	v
佢	r
平	a
唔	d
平	a
，	w
跟住	c
我	r
…	w

好似	v
阿	h
Francoise	xnr
讀	v
過	u
	y
。	w

我	r
幾時	r
有	v1
讀	v
過	u
啊	y
？	w

冇	v1
讀	v
過	u
咩	y
？	w

我	r
